"Número de guía","Número de bulto que se va a agregar","Unidad de medida","Detalle de la sustancia UN3373","Detalle del patógeno/virus","Cantidad de embalajes interiores","Estado físico","Cantidad neta por embalaje interior","Detalle de sustancia refrigerante o que sirve para mantener la viabilidad","Número ONU de la sustancia refrigerante si es MP ","Cantidad neta por bulto","Unidad de medida ","Número de bulto"
"888005249613","1","L","SUEROS","ANAS TSH","50","Sustancia liquida",,"PILAS DE GEL","NA ","3","Kg","1"
"888005245985","1","L","SANGRE ","INFLUENZA ","4","Sustancia liquida",,"HIELO SECO ","1845","3,6","Kg","1"
"888005245985","2","L","SANGRE ","DIABETES ","2","Sustancia liquida",,"PILA DE GEL ","0","0,46","Kg","2"
"888005250512","1","L","SUERO","ORTHOFLAVIRUS TOXOSPLASMA GONDI VIRUS","161","Sustancia liquida",,"GEL REFRIEGRANTE","N/A","3","Kg","1"
"888005250512","1","L","SUEROS","ORTHOFLAVIRUS TOXOSPLASMA GONDI VIRUS","12","Sustancia liquida",,"0","0","0","Kg","0"
"888005250512","2","L","SUEROS","ORTHOFLAVIRUS TOXOSPLASMA GONDI VIRUS","50","Sustancia liquida",,"GEL REFRIEGRANTE","N/A","3","Kg","1"
"888005250512","2","L","SUEROS","ORTHOFLAVIRUS TOXOSPLASMA GONDI VIRUS","15","Sustancia liquida",,"DRY ICE","UN 1845","1","Kg","2"
"88800524996","1","L","SUEROS ","PTH ","25","Sustancia liquida",,"HIELO SECO","1845","2,5","Kg","1"
"888005250639","1","L","SANGRE MATERIA FECAL LIQUIDOS CORPOALES  ORINA ","INVESTIGACION ","2","Sustancia liquida",,"HIELO SECO","UN1845","3","Kg","1"
"888005250908","1","L","SANGRE, MATERIA FECAL, LIQUIDOS CORPORALES, ORINA ","INVESTIGACION ","3","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","14","Kg","1"
"5252373","1","L","SUEROS","HEPATITIS B","142","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","3","Kg","1"
"5252373","1","L","SANGRES","HEPATITIS B","20","Sustancia liquida",,"GEL REFRIGERANTE","N/A","3","Kg","1"
"888005255908","1.23456","L","SUEROS","HEPATITIS B","149","Sustancia liquida",,"DRY ICE ","1845","9","Kg","123,456"
"888005255908","7.8","L","SUEROS","HEPATITIS B","149","Sustancia liquida",,"GEL REFRIGERANTE","N/A","3","Kg","78"
"888005255908","1.23456","L","ORINAS","HEPATITIS B","187","Sustancia liquida",,"DRY ICE","1845","9","Kg","123,456"
"888005255908","7.8","L","ORINAS","HEPATITIS B","187","Sustancia liquida",,"GEL REFRIGERANTE","N/A","3","Kg","78"
"888005255908","1.23456","L","SANGRE","HEPATITIS B","21","Sustancia liquida",,"DRY ICE ","1845","9","Kg","123,456"
"888005255908","7.8","L","SANGRE","HEPATITIS B","21","Sustancia liquida",,"GEL REFRIGERANTE","N/A","3","Kg","78"
"888005255908","1.23456","L","PLASMA","HEPATITIS B","21","Sustancia liquida",,"DRY ICE","1845","9","Kg","123,456"
"888005255908","7.8","L","PLASMA","HEPATITIS B","21","Sustancia liquida",,"GEL REFRIGERANTE","N/A","3","Kg","78"
"888005255908","1.23456","Kg","HECES","HEPATITIS B","8","Sustancia solida",,"DRY ICE","1845","9","Kg","123,456"
"888005255908","7.8","Kg","HECES","HEPATITIS B","8","Sustancia solida",,"GEL REFRIGERANTE","N/A","3","Kg","78"
"5257856","1.2","L","SUEROS","HEPATITIS B","142","Sustancia liquida",,"GEL REFRIGERANTE","N/A","3","Kg","12"
"5257856","1.2","L","SANGRES","HEPATITIS B","20","Sustancia liquida",,"GEL REFRIGERANTE","N/A","3","Kg","12"
"888005259968","1","L","SANGRE TOTAL ","HISTOCOMPATIBLE ","2","Sustancia liquida",,"N/A","N/A","0","N/A","0"
"888005259968","2","L","PLASMA","FACTOR XIII","1","Sustancia liquida",,"PILAS DE GEL","N/A","0,500","N/A","1"
"888005264131","1","L","SUEROS, SANGRE, ORINA","HEPATITIS B","93","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","3","Kg","1"
"888005264131","2","L","SANGRE, SUEROS","HEPATITIS B","103","Sustancia liquida",,"GEL REFRIGERANTE","N/A","3","Kg","2"
"888005264131","3","L","PLASMA ","HEPATITIS B","20","Sustancia liquida",,"N/A","N/A","0","N/A","3"
"888005264131","4","L","PLASMA","HEPATITIS B","10","Sustancia liquida",,"N/A","N/A","0","N/A","4"
"888005264518","1","L","SUEROS","HEPATITIS B","178","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","3","Kg","1"
"888005269349","1","L","SUEROS,PLASMA EDTA,ESPUTOS,LAVADO BRONQUIAL,HISOADO NASOFARINGEO,SANGRE TOTAL HEPARINA","VARICELA,HIV,MYCOBACTERIUM,VSR","14","Sustancia liquida",,"GEL REFRIGERANTE","N/A","3,5","Kg","1"
"888005270032","1","Kg","PLASMA ","RENINA","1","Sustancia solida",,"HIELO SECO","1845","4","Kg","1"
"888005270032","2","Kg","SUERO","ACTH","1","Sustancia solida",,"HIELO SECO","1845","4","Kg","2"
"888005270540","1","L","SANGRE ","SANGRE ","15","Sustancia liquida",,"GEL","N/A","4,5","Kg","1"
"888005270847","2","L","SUEROS,ORINA,SANGRE","RUBEOLA,OTRO CULTIVO,HEMOGLOBINA","201","Sustancia liquida",,"GEL REFRIGERANTE","N/A","1","Kg","2"
"888005270314","1","L","SANGRE EN SUERO ","LINFOCITOS B VIRGENES ","2","Sustancia liquida",,"AMBIENTE ","0","0","N/A","1"
"888005272855","1","L","SUEROS,PLASMAS,SECRECION VAGINAL","HERPES,VIHVPH","22","Sustancia liquida",,"GEL REFRIGERANTE","N/A","5","Kg","1"
"888005273157","1","L","SANGRE ","INFLUENZA ","4","Sustancia liquida",,"HIELO SECO ","1845","3,3","Kg","1"
"888005273635","1","L","SUERO,PLASMAS","HERPES,VIH,VPH","18","Sustancia liquida",,"N/A","UN1845","4","Kg","1"
"888005273157","2","L","SANGRE ","DIABETES ","3","Sustancia liquida",,"AMBIENTE ","0","0","N/A","2"
"888005274864","1","L","SANGRE SUERO ORINA ","INVESTIGACION ","1","Sustancia liquida",,"HIELO SECO - DRY ICE ","UN1845","3","Kg","1"
"888005274497","1","L","SUERO","DIABETES ","1","Sustancia liquida",,"AMBIENTE ","0","0","N/A","1"
"888005275298","1","L","SUEROS ","HIV ","83","Sustancia liquida",,"PILA DE GEL ","NA","3,95","Kg","1"
"888005275298","1","L","SANGRES ","HIV","55","Sustancia liquida",,"0","0","0","N/A","0"
"888005275298","1","L","ORINAS ","E.COLI","25","Sustancia liquida",,"0","0","0","N/A","0"
"888005275298","1","L","LIQUIDOS CORPORALES ","TUBERCULOSIS ","10","Sustancia liquida",,"0","0","0","N/A","0"
"888005275298","1","Kg","ESPUTOS ","TUBERCULOSIS ","28","Sustancia solida",,"0","0","0","N/A","0"
"888005275298","1","Kg","MATERIA FECAL ","SALMONELLA ","16","Sustancia solida",,"0","0","0","N/A","0"
"888005275298","2","Kg","SUEROS ","HIV ","7","Sustancia solida",,"HIELO SECO","1845","2,11","Kg","2"
"888005275928","1","L","SANGRE SUERO ORINA ","INVESTIGACION ","2","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","1,5","Kg","1"
"888005275298","2","Kg","PLASMA ","HIV/ENF.AUNTOINMUNES ","5","Sustancia solida",,"0","0","0","N/A","0"
"888005275928","2","L","SANGRE SUERO ORINA ","INVESTIGACION ","2","Sustancia liquida",,"GEL REFRIGERANTE","N/A","1,5","Kg","2"
"888005275928","3","L","SANGRE SUERO ORINA ","INVESTIGACION ","2","Sustancia liquida",,"GEL REFRIGERANTE","N/A","1,5","Kg","3"
"888005277126","1","L","SANGRE","ORTHOFLAVIRUS TOXOSPLASMA ","20","Sustancia liquida",,"GEL REFRIEGRANTE","N/A","0,5","Kg","1"
"888005277126","1","L","SANGRE","ORTHOFLAVIRUS TOXOSPLASMA ","12","Sustancia liquida",,"0","0","0","N/A","0"
"888005277126","2","L","SANGRE","ORTHOFLAVIRUS TOXOSPLASMA ","12","Sustancia liquida",,"GEL REFRIGERANTE","N/A","0,5","Kg","2"
"888005277126","2","L","SANGRE","ORTHOFLAVIRUS TOXOSPLASMA ","14","Sustancia liquida",,"0","0","0","Kg","0"
"888005277940","1","L","SUERO","VIH","38","Sustancia liquida",,"GEL PACK","N/A","9","Kg","1"
"888005277940","1","L","SUERO ","HEPATITIS","20","Sustancia liquida",,"N/A","N/A","0","N/A","1"
"888005276348","1","L","SANGRE","LEUCEMIA","1","Sustancia liquida",,"GEL REFRIGERANTE","N/A","0,100","Kg","1"
"888005276348","0","Kg","TEJIDO","CANCER DE TIROIDES","2","Sustancia solida",,"GEL REFRIGERANTE","N/A","0","Kg","0"
"888005276348","0","Kg","TEJIDO","CANCER DE MAMA","1","Sustancia solida",,"GEL REFRIGERANTE","N/A","0","Kg","0"
"888005279730","1","L","SUEROS","PERFIL LIPIDICO","400","Sustancia liquida",,"GELPACK","N/A","1","Kg","1"
"888005278902","1","L","SUEROS","ANAS TSH ","50","Sustancia liquida",,"PILAS DE GEL ","NA","3","Kg","1"
"888005279730","2","L","SANGRE TOTAL","HEMOGLOBINA","350","Sustancia liquida",,"GELPACK","N/A","1","Kg","1"
"888005278117","1","L","SUERO ","ORTHOFLAVIRUS TOXOPLASMA GONDI VIRUS","165","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","3","Kg","1"
"888005278117","1","L","SUERO","ORTHOFLAVIRUS TOXOPLASMA GONDI VIRUS","6","Sustancia liquida",,"0","0","0","N/A","0"
"888005278117","1","L","SUERO ","ORTHOFLAVIRUS TOXOPLASMA GONDI VIRUS","62","Sustancia liquida",,"DRY ICE ","1845","1","Kg","1"
"888005278117","2","L","SUERO","ORTHOFLAVIRUS TOXOPLASMA GONDI VIRUS","30","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","3","Kg","1"
"888005280052","1","L","SANGRE","ORTHOFLAVIRUS TOXOSPLASMA","281","Sustancia liquida",,"GEL REFRIEGRANTE","N/A","2","Kg","1"
"888005280052","1","L","SANGRE","ORTHOFLAVIRUS TOXOSPLASMA ","47","Sustancia liquida",,"GEL REFRIEGRANTE","N/A","1","Kg","1"
"888005280012","1","L","SUEROS","HEMOCULTIVOS","400","Sustancia solida",,"HIELO SECO","UN145","4","Kg","1"
"888005280009","1","L","SANGRE MATERIA FECAL LIQUIDOS CORPORALES Y ORINA ","INVESTIGACION ","3","Sustancia liquida",,"HIELO SECO - DRY ICE ","UN1845","3","Kg","1"
"888005280409","1","L","sangre materia fecal liquidos corpoales orina ","investigacion ","2","Sustancia liquida",,"GEL REFRIGERANTE","N/A","4","Kg","1"
"888005281082","2","L","SANGRE, SUEROS ORINAS ","CITOMEGLOVIRUS, DENGUE, HISTOPLASMA CRIPTOCOCO ","850","Sustancia liquida",,"GEL REFRIGERANTE ","N/ A","2","Kg","2"
"888005281082","1","L","ORINAS  SANGRE ","HISTOPLASMA, TRASLOCACION BCR / ABL ","350","Sustancia liquida",,"HIELO SECO ","1845","4","Kg","1"
"888005282465","1","L","SUEROS","HEPATITIS B","142","Sustancia liquida",,"GEL REFRIGERANTE","N/A","3","Kg","1"
"888005282465","1","L","SANGRES","HEATITIS B","20","Sustancia liquida",,"GEL REFRIGERANTE","N/A","3","Kg","1"
"888005285216","1.2345","L","SUEROS","HEPATITIS B","171","Sustancia liquida",,"DRY ICE ","1845","9","Kg","12,345"
"888005285216","6.7","L","SUEROS","HEPATITS B","171","Sustancia liquida",,"GEL REFRIGERANTE","N/A","3","Kg","67"
"888005285216","1.2345","L","ORINAS","HEPATITIS B","21","Sustancia liquida",,"DRY ICE ","1845","9","Kg","12,345"
"888005285216","6.7","L","ORINAS","HEPATITIS B","21","Sustancia liquida",,"GEL REFRIGERANTE","N/A","3","Kg","67"
"888005285216","1.2345","L","SANGRE","HEPATITIS B","24","Sustancia liquida",,"DRY ICE","1845","9","Kg","12,345"
"888005285216","6.7","L","SANGRE","HEPATITIS B","24","Sustancia liquida",,"GEL REFRIGERANTE","N/A","3","Kg","67"
"888005285216","1.2345","L","PLASMA","HEPATITIS B","24","Sustancia liquida",,"DRY ICE","1845","9","Kg","12,345"
"888005285216","6.7","L","PLASMA","HEPATITIS B","24","Sustancia liquida",,"GEL REFRIGERANTE","N/A","3","Kg","67"
"888005285216","1.2345","Kg","HECES","HEPATITIS B","9","Sustancia solida",,"DRY ICE","1845","9","Kg","12,345"
"888005285216","6.7","Kg","HECES","HEPATITIS B","9","Sustancia solida",,"GEL REFRIGERANTE","N/A","3","Kg","67"
"888005287722","1.2","L","SUEROS","HEPATITIS B","142","Sustancia liquida",,"GEL REFRIGERANTE","N/A","3","Kg","12"
"888005287722","1.2","L","SANGRES","HEPATITIS B","20","Sustancia liquida",,"GEL REFRIGERANTE","N/A","3","Kg","12"
"888005289116","1","L","SUEROS","HEPATITIS B","142","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","3","Kg","1"
"888005289116","1","L","SANGRE","HEPATITIS B","20","Sustancia liquida",,"GEL REFRIGERANTE ","NA","3","Kg","1"
"888005289116","2","L","SUEROS","HEPATITIS B","142","Sustancia liquida",,"GEL REFRIGUERANTE","N/A","3","Kg","1"
"888005289116","2","L","SANGRE","GEL REFRIGUERANTE","20","Sustancia liquida",,"GEL REFRIGUERANTE","N/A","3","Kg","2"
"888005289465","1","L","LIQUIDO AMNIOTICO ","HEPATTIS B ","2","Sustancia liquida",,"N/A","N/A","1","Kg","1"
"888005292026","1","L","SUEROS","HEPATITIS B","208","Sustancia liquida",,"GEL","NA","3","Kg","1"
"888005292026","2","L","SUEROS","HEPATITIS B","20","Sustancia liquida",,"DRY ICE","1845","3","Kg","2"
"888005292026","3","L","SUEROS","HEPATITIS B","20","Sustancia liquida",,"NA","NA","0","Kg","3"
"888005292253","1","L","SUEROS */ PLASMA","HEPATITIS B","93","Sustancia liquida",,"GEL","NA","3","Kg","1"
"888005292253","2","L","SUEROS / SANGRE / PLASMA","HEPATITIS B","103","Sustancia liquida",,"GEL","NA","3","Kg","2"
"888005292253","3","L","PLASMA","HEPATITIS B","20","Sustancia liquida",,"NA","NA","0","Kg","3"
"888005292253","4","L","PLASMA","HEPATITIS B","10","Sustancia liquida",,"NA","NA","0","Kg","4"
"888005293988","1","L","SANGRE ","INFLUENZA  VIRUS ","1","Sustancia liquida",,"DRY  ICE ","1845","6","Kg","1"
"888005293988","1","L","SANGRE ","INFLUENZA  VIRUS ","1","Sustancia liquida",,"DRY ICE ","1845","6","Kg","1"
"888005294931","1","L","SANGRE ","INFLUENZA  VIRUS ","1","Sustancia liquida",,"DRY ICE ","1845","3","Kg","1"
"888005294931","1","L","SANGRE ","INFLUENZA  VIRUS ","1","Sustancia liquida",,"0","0","0","N/A","0"
"888005295269","1","L","SANGRE ","SOSPECHA DE VIRUS ","35","Sustancia liquida",,"HIELO SECO","1845","4","Kg","1"
"888005295269","2","L","SANGRE ","SANGRE SOSPECHA DE VIRUS","0.01","Sustancia liquida",,"PILAS DE GEL","N/A","1","Kg","1"
"888005298129","1","L","SUERO,ORINA,SANGRE","RUBEOLA,OTRO CULTIVO,HEMOGLOBINA","232","Sustancia liquida",,"GEL REFRIGERANTE","N/A","2","Kg","1"
"888005298316","1","L","PLASMA","CARGA VIH","54","Sustancia liquida",,"HIELO SECO","1845","1","Kg","1"
"888005298865","1","L","SANGRE","SARD-COV-2","4","Sustancia liquida",,"GEL REFRIEGRANTE","N/A","3","Kg","1"
"888005298867","1","L","SUEROS,PLASMAS EDTA,ESOUTOS,LAVADO BRONQUIAL,ORINASANGRE TOTAL CITRATADA","VARICELA,HI,MYCOBACTERIUM,CORTISOL,ALCOHOL","17","Sustancia liquida",,"GEL REFRIGERANTE","N/A","2,5","Kg","1"
"888005298956","1","L","SAN GRE","SANGRE","25","Sustancia liquida",,"DRY ICE ","1845","6","Kg","1"
"888005299100","1","L","PLASMA,SUERO,ORINA","CARGA VIRAL HB,VITAMINA B12,PROTEINA","17","Sustancia liquida",,"HIELO SECO","1845","1","Kg","1"
"888005293036","1","L","SUERO ","DIABETES ","1","Sustancia liquida",,"AMBIENTE ","0","0","N/A","1"
"888005293036","2","L","PLASMA ","DIABETES ","1","Sustancia liquida",,"HIELO SECO ","1845","4,5","Kg","2"
"888005298085","1","L","SANGRE ","FALLA CARDIACA - HIPERCOLESTEROLIEMIA","1","Sustancia liquida",,"PILA DE GEL ","NA","0,50","L","1"
"888005301051","1","L","SANGRE Y ORINAS","HEMOGRAMA Y UROCULTIVOS","21","Sustancia liquida",,"GEL PACK","GEL PACK","1","Kg","1"
"888005302940","1","L","SANGRE SUERO ORINA ","INVESTIGACION ","1","Sustancia liquida",,"HIELO SECO - DRY ICE ","UN1845","3","Kg","1"
"888005303379","1","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","25","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","0,5","Kg","1"
"888005303379","1","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","10","Sustancia liquida",,"0","0","0","N/A","0"
"888005303379","2","L","SANGRE","ORTHOFLAVIRUS TOXOPLASMA ","14","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","0,5","Kg","1"
"888005303379","1","L","SANGRE","ORTHOFLAVIRUS TOXOPLASMA ","12","Sustancia liquida",,"0","0","0","N/A","0"
"888005303561","1","L","SUERO","VIH","38","Sustancia liquida",,"GEL PACK","N/A","6","Kg","1"
"888005303561","1","L","SUERO","HEPATITIS","20","Sustancia liquida",,"n/a","n/a","0","N/A","1"
"888005303561","2","L","PLASMA","VIH","38","Sustancia liquida",,"HIELO SECO - DRY ICE ","UN 1845","7","Kg","2"
"888005303561","2","L","SANGRE TOTAL","HEPATITIS","20","Sustancia liquida",,"N/A","N/A","0","N/A","2"
"888005304238","1","L","SUERO","ORTHOFLAVIRUS TOXOSPLASMA GONDI VIRUS","162","Sustancia liquida",,"GEL REFRIEGRANTE","N/A","3","Kg","1"
"888005304238","1","L","SUEROS","ORTHOFLAVIRUS TOXOSPLASMA GONDI VIRUS","6","Sustancia liquida",,"0","0","0","N/A","0"
"888005304238","1","L","SUEROS","ORTHOFLAVIRUS TOXOSPLASMA GONDI VIRUS","14","Sustancia liquida",,"DRY ICE","UN 1845","1","Kg","1"
"888005304238","2","L","SUERO","ORTHOFLAVIRUS TOXOSPLASMA GONDI VIRUS","47","Sustancia liquida",,"GEL REFRIEGRANTE","N/A","3","Kg","2"
"888005304238","2","L","SUERO","ORTHOFLAVIRUS TOXOSPLASMA GONDI VIRUS","20","Sustancia liquida",,"DRY ICE","UN 1845","1","Kg","2"
"888005303543","1","L","SANGRE SUERO ORINA ","INVESTIGACION ","2","Sustancia liquida",,"GEL REFRIGERANTE","N/A","1,5","Kg","1"
"888005303543","2","L","SANGRE SUERO ORINA ","INVESTIGACION ","2","Sustancia liquida",,"GEL REFRIGERANTE","N/A","1,5","Kg","1"
"888005303543","3","L","SANGRE SUERO ORINA ","INVESTIGACION ","2","Sustancia liquida",,"GEL REFRIGERANTE","N/A","1,5","Kg","3"
"888005306009","1","L","CITOMETRIA","CITOMETRIA","2","Sustancia liquida",,"GEL","N/A","0,115","Kg","1"
"88800530680","1","L","SUEROS ","ANAS TSH ","50","Sustancia liquida",,"PILAS DE GEL ","NA","3","Kg","1"
"888005305811","1","L","ORINA ","DIABETES ","1","Sustancia liquida",,"HIELO SECO","1845","16,7","Kg","1"
"888005306338","1","L","SANGRE","ORTHOFLAVIRUS TOXOSPLASMA GONDI VIRUS","259","Sustancia liquida",,"GEL REFRIEGRANTE","N/A","3","Kg","1"
"888005306338","1","L","SANGRE","ORTHOFLAVIRUS TOXOSPLASMA GONDI VIRUS","54","Sustancia liquida",,"DRY ICE","UN 1845","2","Kg","1"
"888005305811","2","L","SANGRE ","DIABETES ","1","Sustancia liquida",,"PILA DE GEL ","NA","7,8","Kg","2"
"888005306338","1","L","SANGRE","ORTHOFLAVIRUS TOXOSPLASMA GONDI VIRUS","38","Sustancia liquida",,"GEL REFRIEGRANTE","N/A","1","Kg","1"
"888005306067","1","L","SUEROS","PTH","25","Sustancia liquida",,"HIELO SECO","1845","2","Kg","1"
"888005306551","1","L","SANGRE, MATERIA FECAL, LIQUIDOS CORPORALES Y ORINA ","INVESTIGACION ","3","Sustancia liquida",,"HIELO SECO ","UN1845","3","Kg","1"
"888005306928","1","L","SANGRE MATERIA FECAL LIQUIDOS CORPORALES Y ORINA ","INVESTIGACION ","3","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","2","Kg","1"
"5309624","1.2","L","SUEROS","HEPATITIS B","142","Sustancia liquida",,"GEL REFRIGERANTE","N/A","3","Kg","12"
"5309624","1.2","L","SANGRES","HEPATITIS B","20","Sustancia liquida",,"GEL REFRIGERANTE","N/A","3","Kg","12"
"888005314426","1","L","SUERO ,PLASMAS,","HERPES,VIH","9","Sustancia liquida",,"GEL REFRIGERANTE","N/A","5","Kg","1"
"888005314629","1","L","SUEROS,PLASMAS ","HERPES,VIH","10","Sustancia liquida",,"N/A","UN1845","2","Kg","1"
"5317126","1","L","SUEROS ","HEPATITIS B ","142","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","3","Kg","1"
"5317126","1","L","SANGRE","HEPATITIS B ","20","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","3","Kg","1"
"5317126","2","L","SUEROS","HEPATITIS B ","142","Sustancia liquida",,"GEL REFRIGERANTE","N/A","3","Kg","2"
"5317126","2","L","SANGRE","HEPATITIS B ","20","Sustancia liquida",," GEL REFRIGERANTE ","N/A","3","Kg","2"
"888005318756","1","L","SUEROS","HEPATITIS B","178","Sustancia liquida",,"GEL","NA","3","Kg","1"
"888005318918","1","L","SUEROS / SANGRE / PLASMA","HEPATITIS B","93","Sustancia liquida",,"GEL","NA","3","Kg","1"
"888005318918","2","L","SUEROS / SANGRE / PLASMA","HEPATITIS B","13","Sustancia liquida",,"NA","NA","0","Kg","2"
"888005320613","1","L","SANGRE","HEMOGRAMA HEPATITIS B","25","Sustancia liquida",,"GEL","N/A","2","Kg","1"
"888005320613","1","L","ORINA","HEMOGRAMA HEPATITIS B","6","Sustancia liquida",,"GEL","N/A","2","Kg","1"
"888005322415","1","L","SUEROS,PLASMA EDTA,ESPUTOS,LAVADO BRONQUIAL,ORINA","VARICELA,HIV,MYCOBACTERIUM,CORTISOL","14","Sustancia liquida",,"GEL REFRIGERANTE","N/A","2","Kg","1"
"888005322953","1","L","SUERO,ORINA,SANGRE","RUBEOLA,OTRO CULTIVO,HEMOLOBINA","210","Sustancia liquida",,"GEL REFRIGERANTE","N/A","2","Kg","1"
"888005323267","1","L","SANGRE ","SANGRE","20","Sustancia liquida",,"GEL","N/A","4,5","Kg","1"
"888005323815","1","Kg","TEJIDO","E-COLI","3","Sustancia solida",,"GEL","NA","1,5","Kg","1"
"888005323838","1","L","PLASMA ","CTDNA","1","Sustancia liquida",,"N/A","N/A","0","N/A","1"
"888005323838","2","Kg","SUERO","ACTH","1","Sustancia solida",,"HIELO SECO ","1845","4","Kg","2"
"888005325520","1","L","PLASMAS,SUEROS","HERPES,VIH,VPH","15","Sustancia liquida",,"GEL REFRIGERANTE","N/A","5","Kg","1"
"888005225520","1","L","SUEROS,PLASMAS ","HERPES,IH,VP","15","Sustancia liquida",,"GEL REFRIGERANTE","N/A","5","Kg","1"
"888005326600","1","L","SUEROS,PLASMAS","HERPES,VIH,VPH","10","Sustancia liquida",,"N/A","UN845","4","Kg","1"
"888005326508","1","L","SUERO ","ANTIGENOS ANTICUERPOS","27","Sustancia liquida",,"PILAS DE GEL ","NA","0,5","Kg","1"
"888005329428","1","L","SUERO","VIH","38","Sustancia liquida",,"GEL PACK","N/A","6","Kg","1"
"888005329428","1","L","SUERO","HEPATITIS","20","Sustancia liquida",,"N/A","N/A","0","N/A","1"
"888005329914","1","L","SANGRE SUERO ORINA ","INVESTIGACION ","1","Sustancia liquida",,"HIELO SECO ","UN1845","3","Kg","1"
"888005331555","1","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","256","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","3","Kg","1"
"888005331555","1","L","SANGRE ","TRYPANOSOMA  CRUZI CHAGA","53","Sustancia liquida",,"DRY ICE ","1845","2","Kg","1"
"888005331555","1","L","SANGRE ","ORTHOFLAVIRUS ","37","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","1","Kg","1"
"888005331727","1","L","SANGRE","ORTHOFLAVIRUS TOXOSPLASMA ","25","Sustancia liquida",,"GEL REFRIEGRANTE","N/A","0,5","Kg","1"
"888005331727","1","L","SANGRE","ORTHOFLAVIRUS TOXOSPLASMA ","10","Sustancia liquida",,"0","0","0","N/A","0"
"888005331727","2","L","SANGRE","ORTHOFLAVIRUS TOXOSPLASMA ","14","Sustancia liquida",,"GEL REFRIEGRANTE","N/A","0,5","N/A","2"
"888005331727","2","L","SANGRE","ORTHOFLAVIRUS TOXOSPLASMA ","12","Sustancia liquida",,"0","0","0","N/A","0"
"888005331727","3","L","SANGRE","ORTHOFLAVIRUS TOXOSPLASMA ","10","Sustancia liquida",,"0","0","0","N/A","0"
"888005330351","1","L","SANGRE SUERO ORINA ","INVESTIGACION ","2","Sustancia liquida",,"GEL REFRIGERANTE","N/A","1,5","Kg","1"
"888005330351","2","L","SANGRE SUERO ORINA","INVESTIGACION ","2","Sustancia liquida",,"GEL REFRIGERANTE","N/A","1,5","Kg","2"
"888005330351","3","L","SANGRE SUERO ORINA ","INVESTIGACION ","2","Sustancia liquida",,"GEL REFRIGERANTE","N/A","1,5","Kg","3"
"888005331011","1","L","SUEROS","ANAS TSH ","25","Sustancia liquida",,"PILAS DE GEL ","NA","3,5","Kg","1"
"888005329699","1","L","SANGRE ","CANDIDA ","1","Sustancia liquida",,"PILA DE GEL ","0","3","Kg","1"
"888005332861","1","L","SUEROS","PERFIL LIPIDICO","450","Sustancia liquida",,"GELPACK","N/A","1","Kg","1"
